country,country_wb,gdp_country_code,year,season,medal_count,gdp_current_usd
Azerbaijan,Azerbaijan,AZE,2024,Summer,7,74315882352.9412
Bahrain,Brunei Darussalam,BRN,2024,Summer,4,15340808592.48
Belgium,Belgium,BEL,2024,Summer,10,671370081636.406
Botswana,Botswana,BWA,2024,Summer,2,19402063512.9066
Brazil,Brazil,BRA,2024,Summer,20,2185821648943.86
Bulgaria,Bulgaria,BGR,2024,Summer,7,113343355779.985
Canada,Canada,CAN,2024,Summer,27,2243636826633.76
Cape Verde,Cabo Verde,CPV,2024,Summer,1,2725414150.72735
Chile,Chile,CHL,2024,Summer,2,330267137371.592
China,China,CHN,2024,Summer,91,18743803170827.2
Colombia,Colombia,COL,2024,Summer,4,418818154879.271
Cote d'Ivoire,Cote d'Ivoire,CIV,2024,Summer,1,87113179149.284
Croatia,Croatia,HRV,2024,Summer,7,92983810328.9088
Cuba,Cuba,CUB,2024,Summer,9,107352000000.0
Cyprus,Cyprus,CYP,2024,Summer,1,37634533331.8902
Czech Republic,Czechia,CZE,2024,Summer,5,347034062928.479
Denmark,Denmark,DNK,2024,Summer,9,424524722037.047
Dominica,Dominica,DMA,2024,Summer,1,688881481.481481
Dominican Republic,Dominican Republic,DOM,2024,Summer,3,124282245638.568
Ecuador,Ecuador,ECU,2024,Summer,5,124676074700.0
Egypt,"Egypt, Arab Rep.",EGY,2024,Summer,3,389059911003.566
Ethiopia,Ethiopia,ETH,2024,Summer,4,149740297952.986
Fiji,Fiji,FJI,2024,Summer,1,5968125909.27126
France,France,FRA,2024,Summer,64,3160442622465.08
Georgia,Georgia,GEO,2024,Summer,7,34189423544.9955
Germany,Germany,DEU,2024,Summer,33,4685592577804.69
Great Britain,United Kingdom,GBR,2024,Summer,65,3686033044482.13
Greece,Greece,GRC,2024,Summer,8,256238371778.118
Grenada,Grenada,GRD,2024,Summer,2,1371918518.51852
Guatemala,Guatemala,GTM,2024,Summer,2,113199581158.203
"Hong Kong, China","Hong Kong SAR, China",HKG,2024,Summer,4,406863396487.342
Hungary,Hungary,HUN,2024,Summer,19,222722738925.641
India,India,IND,2024,Summer,6,3909891533858.08
Indonesia,Indonesia,IDN,2024,Summer,3,1396300098190.97
Iran,"Iran, Islamic Rep.",IRN,2024,Summer,12,475252089215.416
Ireland,Ireland,IRL,2024,Summer,7,609157459747.205
Israel,Israel,ISR,2024,Summer,7,540379921261.681
Italy,Italy,ITA,2024,Summer,40,2380825077243.59
Jamaica,Jamaica,JAM,2024,Summer,6,22014397089.7689
Japan,Japan,JPN,2024,Summer,45,4027597523550.58
Jordan,Jordan,JOR,2024,Summer,1,53352289577.4648
Kazakhstan,Kazakhstan,KAZ,2024,Summer,7,291480274648.826
Kenya,Kenya,KEN,2024,Summer,11,120339557905.932
Korea Republic,"Korea, Rep.",KOR,2024,Summer,32,1875388209406.8
Kosovo,Kosovo,XKX,2024,Summer,2,11197246322.588
Kyrgyzstan,Kyrgyz Republic,KGZ,2024,Summer,6,17478259659.2625
Lithuania,Lithuania,LTU,2024,Summer,4,84869215513.3648
Malaysia,Malaysia,MYS,2024,Summer,2,422227005428.688
Mexico,Mexico,MEX,2024,Summer,5,1856365616165.94
Moldova,Moldova,MDA,2024,Summer,4,18200340853.6517
Mongolia,Mongolia,MNG,2024,Summer,1,23794540024.5132
Morocco,Morocco,MAR,2024,Summer,2,160610994054.734
Netherlands,Netherlands,NLD,2024,Summer,34,1214927698572.66
New Zealand,New Zealand,NZL,2024,Summer,20,260172385097.616
Norway,Norway,NOR,2024,Summer,8,483592648313.301
Pakistan,Pakistan,PAK,2024,Summer,1,371570000121.266
Panama,Panama,PAN,2024,Summer,1,86523959131.7472
Peru,Peru,PER,2024,Summer,1,289221969062.941
Philippines,Philippines,PHL,2024,Summer,4,461617509782.355
Poland,Poland,POL,2024,Summer,10,917767106146.761
Portugal,Portugal,PRT,2024,Summer,4,313271185085.102
Puerto Rico,Puerto Rico (US),PRI,2024,Summer,2,126029527033.705
Qatar,Qatar,QAT,2024,Summer,1,219162637362.637
Romania,Romania,ROU,2024,Summer,9,382564217988.866
Saint Lucia,St. Lucia,LCA,2024,Summer,2,2549062962.96296
Serbia,Serbia,SRB,2024,Summer,5,90097765959.1114
Singapore,Singapore,SGP,2024,Summer,1,547386645891.847
Slovakia,Slovak Republic,SVK,2024,Summer,1,140934076532.375
Slovenia,Slovenia,SVN,2024,Summer,3,72972015197.3859
South Africa,South Africa,ZAF,2024,Summer,6,401144998373.585
Spain,Spain,ESP,2024,Summer,18,1725671652742.19
Sweden,Sweden,SWE,2024,Summer,11,603715224265.798
Switzerland,Switzerland,CHE,2024,Summer,8,936564198048.516
Tajikistan,Tajikistan,TJK,2024,Summer,3,14204575548.5536
Thailand,Thailand,THA,2024,Summer,6,526517658841.684
Tunisia,Tunisia,TUN,2024,Summer,3,51332285656.5422
Turkey,Turkiye,TUR,2024,Summer,8,1359123768774.12
Uganda,Uganda,UGA,2024,Summer,2,53911907086.1525
Ukraine,Ukraine,UKR,2024,Summer,12,190741262414.705
United States,United States,USA,2024,Summer,126,28750956130731.2
Uzbekistan,Uzbekistan,UZB,2024,Summer,13,114965293466.611
Zambia,Zambia,ZMB,2024,Summer,1,25303185342.2511
